question,option,answer_key,confidence,attendu
Quelles sont les causes anatomiques qui peuvent limiter l'accès de la solution anesthésique au site d'action ?,"A. Épaisseur de l'étui cortical et présence d'insertions musculaires à la mandibule
B. Innervation accessoire des molaires mandibulaires par le nerf du mylo-hyoïdien et le nerf buccal
C. Diffusion sanguine facilitée dans les conditions inflammatoires
D. Diffusion de la solution à distance de la cible anatomique
E. Vasodilatation à l'origine d'une augmentation de la résorption sanguine",,,A
Quelle est la méthode recommandée pour limiter la déperdition de la solution anesthésique lors de l'anesthésie régionale mandibulaire ?,"A. Prescription d'un anti-inflammatoire en pré-opératoire
B. Innervation accessoire des molaires mandibulaires par le nerf buccal
C. Augmenter la concentration en vasoconstricteur
D. Diffusion de la solution à distance de la cible anatomique
E. Lenteur de l'injection et immobilisation des structures ostéo-musculaires",,,E
Quelle est la principale conséquence de l'acidose locale observée dans les conditions inflammatoires ?,"A. Diffusion difficile de la solution anesthésique aux racines des molaires
B. Réduction de la proportion de la fraction libre de l'anesthésique disponible pour le franchissement de la membrane cellulaire
C. Vasodilatation à l'origine d'une augmentation de la résorption sanguine
D. Innervation accessoire des molaires mandibulaires par le nerf buccal
E. Manque d'objectivité et inefficacité pour prédire l'installation de l'anesthésie au niveau pulpaire",,,B
Quelle est la principale recommandation pour améliorer le taux de succès des infiltrations régionales mandibulaires dans un contexte d'inflammation pulpaire ?,"A. La prescription d'une benzodiazépine en préopératoire
B. La réalisation d'une technique d'infiltration atraumatique
C. L'utilisation de corticoïdes déposés par voie transcorticale
D. La prise d'anti-inflammatoires non stéroïdiens (AINS) en prise unique 1 heure avant l'anesthésie
E. La prescription d'antalgiques à dose maximale",,,D
Quel est l'effet obtenu par l'utilisation d'un vasoconstricteur dans une solution anesthésique ?,"A. Augmenter la longueur de la fibre nerveuse exposée à la molécule
B. Réduire la synthèse de médiateurs pro-inflammatoires
C. Diminuer l'acidose tissulaire locale
D. Prolonger l'effet anesthésique
E. Améliorer le taux de succès anesthésique",,,D
Quelle est la technique d'anesthésie qui est contre-indiquée en cas de maladie parodontale ?,"A. L'anesthésie transseptale
B. L'anesthésie transcorticale
C. L'infiltration intra-osseuse
D. L'anesthésie intraligamentaire
E. L'injection intra-pulpaire",,,D
Quel est le facteur prédictif de succès du traitement endodontique le plus influent selon les études cliniques ?,"A. Une instrumentation manuelle ou rotative
B. Le nombre de séances de traitement avec temporisation à l'hydroxyde de calcium
C. Une finition apicale supérieure à un diamètre de 35/100ème
D. Absence de lésion préopératoire
E. La technique d'obturation canalaire utilisée",,,D
Qu'est-ce que le pas d'hélice d'un instrument?,"A. L'angle formé entre l'axe de l'instrument et ses spires
B. La distance séparant deux spires consécutives
C. La masse résiduelle au centre de l'instrument après meulage
D. L'angle formé entre l'axe de l'instrument et ses spires
E. L'axe entre la pointe de l'instrument et le point de contact avec la dent",,,B
Qu'est-ce qui peut éliminer totalement les bactéries intracanalaires organisées sous forme de biofilm ?,"A. Les deux méthodes peuvent éliminer totalement les bactéries intracanalaires organisées sous forme de biofilm
B. Il n'y a pas de biofilm dans les canaux radiculaires
C. Aucune des deux méthodes ne peut éliminer totalement les bactéries intracanalaires organisées sous forme de biofilm
D. La conicité apicale par rapport à l'élargissement
E. L'élargissement par rapport aux préparations en conicité apicale",,,C
Quelle est la limite apicale de préparation recommandée pour une dent à pulpe vivante ?,"A. Entre 1 et 2 mm de l'apex radiographique
B. La limite conseillée est la plus proche possible de l'apex radiographique
C. La limite conseillée est située au foramen apical
D. La limite conseillée est située à la constriction apicale
E. Il n'y a pas de limite apicale de préparation recommandée pour une dent à pulpe vivante",,,A
Quelle est la limite apicale de préparation recommandée pour une dent à pulpe nécrosée et infectée ?,"A. Entre 1 et 2 mm de l'apex radiographique
B. Il n'y a pas de limite apicale de préparation recommandée pour une dent à pulpe nécrosée et infectée
C. La limite conseillée est située à la constriction apicale
D. La limite conseillée est la plus proche possible de l'apex radiographique, dans la limite du dernier millimètre apical
E. La limite conseillée est située au foramen apical",,,D
Qu'est-ce qui peut être utilisé pour mesurer la longueur de travail de manière fiable et reproductible?,"A. Un localisateur d'apex électronique
B. La sensibilité tactile
C. Une réglette millimétrée
D. Une radiographie
E. Toutes les méthodes",,,A
Quels sont les problèmes mécaniques possibles lors de la mise en forme du canal ?,"A. Les instruments peuvent engendrer des problèmes tels que la formation de kystes ou la perte de la dent
B. Les instruments peuvent engendrer des problèmes tels que la perforation radiculaire ou la déviation du canal
C. Les instruments peuvent engendrer des problèmes tels que la fracture instrumentale ou le blocage apical
D. Les instruments peuvent engendrer des problèmes tels que la formation de calcifications ou la rétraction gingivale
E. Il n'y a pas de problèmes mécaniques possibles lors de la mise en forme du canal",,,"B,C"
Quelle est la principale caractéristique des instruments en nickel-titane par rapport aux instruments en acier inoxydable ?,"A. Une conductivité thermique supérieure
B. Une durabilité supérieure
C. Une résistance supérieure
D. Une flexibilité supérieure
E. Une légèreté supérieure",,,D
Quelle est la condition sine qua non pour que les techniques de mise en forme avec des instruments rotatifs fonctionnent ?,"A. Un canal perméable
B. Un canal calcifié
C. Un canal étroit
D. Un canal obstrué
E. Un canal courbé",,,A
Quelle est la technique de mise en forme qui utilise un mouvement de traction pure avec la lime H ?,"A. Le step-back
B. Le racleur
C. La broche
D. La lime K
E. Le tire-nerf",,,B
Quelle est la caractéristique commune des instruments de préparation canalaire manuelle selon la norme ISO ?,"A. La longueur du manche
B. La longueur de la partie active
C. La conicité de 2%
D. L'angle des pointes
E. La longueur totale des instruments",,,C
Quelle est la différence entre les instruments ProTaper® Shaping Files et Finishing Files ?,"A. Les Shaping Files sont destinées à l'ouverture coronaire, tandis que les Finishing Files sont utilisées pour la préparation du tiers médian.
B. Les Shaping Files sont utilisées pour la préparation apicale, tandis que les Finishing Files sont destinées à l'ouverture coronaire.
C. Les Shaping Files sont utilisées pour la finition du canal, tandis que les Finishing Files sont destinées à la préparation corono-apicale.
D. Les Shaping Files sont destinées à la préparation corono-apicale, tandis que les Finishing Files sont utilisées pour la finition du canal.
E. Il n'y a pas de différence entre les deux types d'instruments.",,,D
Qu'est-ce qui influence la résistance à la fracture cyclique d'un instrument en nickel-titane ?,"A. La température de l'environnement et la pression exercée sur l'instrument
B. La courbure du canal et la vitesse de rotation de l'instrument
C. La longueur du canal et la taille de l'instrument
D. La fréquence d'utilisation de l'instrument et la durée de vie de l'instrument
E. Le matériau de l'instrument et la technique de préparation",,,B
Quels sont les procédés utilisés pour améliorer la résistance à la fracture des instruments en nickel-titane ?,"A. L'électropolissage, les traitements thermiques
B. Le polissage manuel et la pulvérisation d'huile
C. Le sablage à haute pression et le trempage dans l'alcool
D. Le revêtement en céramique et le détrempage dans l'acide
E. Le brossage à sec, et la transplantation ionique",,,A
Qu'est-ce qui diminue la flexibilité d'un instrument en nickel-titane ?,"A. La diminution du diamètre de l'instrument
B. L'augmentation de la vitesse de rotation de l'instrument
C. L'augmentation de la masse de l'instrument
D. La diminution de la longueur de l'instrument
E. L'augmentation de la conicité de l'instrument",,,C
Quel facteur en premier lieu supprime toute sensibilité tactile et tout contrôle apical lors de la mise en forme d'un canal ?,"A. La conicité du canal
B. La présence de débris dans le canal
C. La longueur de travail de la lime
D. La courbure apicale du canal
E. Les contraintes coronaires",,,E
Qu'est-ce qui peut se produire lorsque le praticien force l'instrument apicalement dans une tentative de progression ?,"A. Une courbure apicale
B. Une obstruction du canal
C. Une déviation du canal
D. Une perforation
E. Une fracture de l'instrument",,,"B,C,D,E"
Quels sont les caractéristiques communes des instruments de mise en forme coronaire ?,"A. Plus forte conicité et plus courts que les autres instruments de la série
B. Plus forte conicité et de même longueur que les autres instruments de la série
C. Plus faible conicité et plus longs que les autres instruments de la série
D. Plus faible conicité et de même longueur que les autres instruments de la série
E. Plus faible conicité et plus courts que les autres instruments de la série",,,A
Qu'est-ce qui doit être évité lors de l'utilisation des instruments de mise en forme coronaire ?,"A. Toute poussée latérale
B. Toute poussée apicale
C. Toute poussée coronaire
D. Toute poussée sur la paroi de sécurité
E. Toute poussée à l'opposée de la paroi de sécurité",,,"B,E"
Que peut indiquer le blocage apical de la lime K 10 en début de traitement?,"A. Une courbure apicale abrupte du canal
B. La longueur de travail
C. La présence d'un canal minéralisé
D. La perméabilité du foramen apical
E. La présence d'une division canalaire",,,"A,C,E"
Quel est l'intérêt principal du mouvement réciproque par rapport au mouvement de rotation continue?,"A. Réduction de la fatigue cyclique des instruments
B. Réduction du nombre d'instruments
C. Maintien parfait du centrage de l'instrument dans le canal
D. Meilleure remontée des débris apicaux
E. Réduction du temps nécessaire à la mise en forme",,,A
Quelle est l'action physique de l'irrigation en endodontie ?,"A. Faciliter la lubrification des instruments
B. Éliminer les bactéries présentes dans le péri-apex
C. Aider à la remontée des débris organiques et minéraux
D. Maintenir l'efficacité de coupe des instruments
E. Prévenir l'accès des microorganismes buccaux à la chambre pulpaire",,,C
Quelles sont les actions chimiques de l'irrigation en endodontie ?,"A. Une bonne efficacité antibactérienne
B. Une bonne action solvante sur les débris organiques,
C. Une bonne lubrification des instruments
D. Une absence de cytotoxicité pour le péri-apex
E. Une augmentation de la tension superficielle des débris évitant leur sédimentation",,,"A,B,D"
Quelle est la solution d'irrigation de choix en endodontie ?,"A. Le MTAD
B. L'hypochlorite de sodium
C. Les chélateurs (EDT
D. L'eau distillée
E. Les acides (citrique et phosphoriqu",,,B
Quelles sont les actions de l'hypochlorite de sodium en endodontie ?,"A. Élimination des débris organiques et minéraux
B. Large spectre antibactérien
C. Solvant des graisses et éléments organiques
D. Lubrification des instruments",,,"B,C"
Quelle est la forme prédominante de l'hypochlorite de sodium en solution aqueuse ?,"A. Eau de Javel
B. Chlorure de sodium (NaCl)
C. Ion hypochlorite (OCl-)
D. Chlore actif
E. Acide hypochloreux (HOCl)",,,C
Quels facteurs peuvent réduire l'efficacité bactéricide de l'hypochlorite de sodium ?,"A. La concentration
B. la durée de contact
C. le pH
D. la pression
E. La présence de matières organiques",,,"A,B,C,E"
Quelle est l'action  de l'hypochlorite de sodium ?,"A. Il dissout lentement les tissus pulpaire et nécrosé en 2h
B. Il dissout rapidement les tissus nécrosés en 4 minutes
C. Il dissout lentement les tissus nécrosés seulement  en 2h
D. Il n'a pas d'effet solvant sur les tissus pulpaire et nécrosé
E. Il dissout rapidement les tissus pulpaire et nécrosé en moyenne en 20 minutes",,,E
Quel principal reproche est fait à l'hypochlorite de sodium en endodontie ?,"A. Son mauvais goût
B. Son instabilité dans le temps
C. Son inefficacité contre les bactéries en endodontie
D. Sa faible solubilité dans l'eau
E. Sa cytotoxicité en cas d'injection accidentelle dans le péri-apex",,,E
Quelles sont les propriétés mécaniques de la dentine à la suite d'une exposition prolongée à l'hypochlorite de sodium ?,"A. hausse de la résistance à la traction et à la torsion
B. diminution de l'élasticité et résistance à la flexion
C. hausse conductivité thermique et diminution résistance à la compression
D. hausse résistance à la corrosion et à l'abrasion
E. hausse de dureté et résistance à l'usure",,,B
Quelle est l'efficacité solvante de l'hypochlorite de sodium chauffé à 37 °C par rapport à celui à température ambiante ?,"A. une efficacité solvante variable selon la concentration
B. la même efficacité solvante
C. une efficacité solvante plus élevée
D. aucune efficacité solvante
E. une efficacité solvante plus faible",,,B
Quelle est l'action de la chlorhexidine sur les bactéries anaérobies à Gram négatif ?,"A. elle est plus efficace sur les bactéries anaérobies à Gram positif
B. elle est plus efficace
C. elle est aussi efficace
D. elle est inefficace
E. son efficacité est bien moindre",,,E
Quelle est la composition de la boue dentinaire ?,"A. un agrégat de tissus nécrosés et de pus
B. un agrégat de bactéries et de débris cellulaires
C. un agrégat de débris organiques et minéraux
D. un agrégat de tartre et de plaque dentaire
E. un agrégat de protéines et de lipides",,,C
Quel est l'effet du pH du milieu sur l'efficacité de la chlorhexidine ?,"A. le pH du milieu augmente son efficacité
B. le pH du milieu améliore son efficacité
C. le pH du milieu réduit considérablement son efficacité
D. le pH du milieu diminue son efficacité
E. le pH du milieu n'a aucun effet sur son efficacité",,,C
Quelle est l'épaisseur de la boue dentinaire créée lors de la mise en forme canalaire ?,"A. de 20 à 25 mm
B. de 1 à 1 mm
C. de 1 à 5 µm
D. de 5 à 10 mm
E. de 150 à 200 µm",,,C
Quelle est la substance la plus utilisée comme médication intracanalaire en endodontie ?,"A. EDTA
B. Acide citrique
C. BioPure™ MTAD
D. Hypochlorite de sodium
E. Hydroxyde de calcium",,,E
Quelle est l'action des ions hydroxyles (OH-) de l'hydroxyde de calcium sur les micro-organismes ?,"A. Inhiber la réplication
B. Endommager la membrane cytoplasmique
C. Détruire l'ADN
D. Stimuler la croissance
E. Décomposer les protéines",,,B
Quelle est la résistance d'Enterococcus faecalis à l'hydroxyde de calcium ?,"A. Élevée
B. Inexistante
C. Faible
D. Variable
E. Moyenne",,,A
Quel est le calibre le plus courant des aiguilles utilisées en irrigation canalaire ?,"A. 40 G
B. 30 G
C. 10 G
D. 20 G
E. 27 G",,,E
Quels sont les effets produits par les ultrasons lors de l'irrigation en endodontie ?,"A. Oscillation longitudinale pure
B. Cavitation gazeuse
C. Oscillations latérales
D. Vibration infrasonore
E. Turbulences acoustiques",,,E
Quelles sont les propriétés fondamentales de l'hydroxyde de calcium ?,"A. Capacité à blanchir les dents
B. Antibactérien
C. Antiseptique
D. Hémostatique
E. Elevation du pH",,,"B,C,D,E"
Quelle est la composition principale d'un cône de gutta-percha ?,"A. silicone
B. verre ionomère
C. gutta-percha
D. résine
E. oxyde de zinc",,,E
A quoi sont dues les propriétés antimicrobiennes de la gutta-percha ?,"A. Dues à la résine
B. Dues à l'oxyde de zinc
C. Dues à l'eugénol
D. Dues à l'argent
E. La gutta-percha ne possède pas de propriétés anti-microbiennes",,,B
Quel est l'inconvénient des ciments à base d'oxyde de zinc-eugénol ?,"A. Ils ont une mauvaise adhérence aux tissus
B. Ils ont une faible radio-opacité
C. Ils interfèrent avec la polymérisation des résines composites.
D. Ils sont difficilement solubles dans les solvants
E. Ils augmentent le risque d'allergies chez les patients.",,,C
Quel est l'avantage des ciments de scellement résineux à base de résine époxy ?,"A. Ils sont plus faciles à retirer lors des retraitements endodontiques.
B. Ils sont totalement résistants aux toxines bactériennes
C. Ils ont de bonnes propriétés mécaniques et d'adhérence
D. Ils empêchent la pénétration des bactéries dans les tissus
E. Ils augmentent la fragilité de la dentine.",,,C
Quel est le composant principal du Mineral trioxide aggregate (MTA)  ?,"A. Résine époxy
B. Dioxyde de silicium
C. Silicate de calcium
D. Oxyde de zinc
E. Eugénol",,,C
Quelle est la solubilité du MTA  en présence d'eau?,"A. Très élevée
B. Nulle ou faible
C. Inconnue
D. Élevée
E. Moyenne",,,B
Qu'est est la différence entre sur-obturation et sur-extension?,"A. Une surobturation est une obturation qui ne scelle pas le foramen apical
B. Une surobturation correspond à un dépassement du matériau d'obturation canalaire au-delà du foramen apical, mais avec un volume canalaire complètement obturé et une bonne étanchéité apicale
C. Une sur-extension correspond à une obturation qui ne respecte pas les principes mécaniques de la mise en forme canalaire
D. Dans le cadre d'une surobturation et d'une sur-extension, un dépassement du matériau d'obturation canalaire au-delà du foramen apical est présent
E. Une sur-extension correspond à une obturation qui ne scelle pas le foramen apical",,,"B,D,E"
Quelle est la consistance du ciment de scellement?,"A. Celle d'un gel
B. Celle d'une poudre
C. Celle d'une pâte à modeler
D. Celle d'une pâte dentifrice
E. Celle d'un liquide",,,D
Quels sont les inconvénients de la condensation latérale?,"A. Contrôlabilité
B. Longue durée
C. Induction de fêlure radiculaires,
D. Coût
E. Préparation interne pour tenon impossible durant la séance",,,"B,C,E"
Quel est l'instrument utilisé pour sectionner l'excédent coronaire de gutta-percha dans la technique de condensation latérale à froid de gutta-percha ?,"A. Thermocompacteur en sens anti-horaire
B. Heat carrier du fouloir de Machtou
C. Finger Spreader  en sens anti-horaire
D. Excavateur affûté sur pierre d'Arkansas
E. Plugger du fouloir de Machtou",,,B
Quelle est la profondeur de pénétration du dernier fouloir dans le cadre d'une obturation verticale à chaud ?,"A. La longueur de travail moins 4 ou 5 mm
B. La longueur de travail moins 1 ou 2 mm
C. La longueur de travail divisée par 4 ou 5
D. La longueur de travail très exactement
E. La longueur de travail plus 0,5 ou 1 mm",,,A
Quels sont les avantages de la technique d'obturation à la gutta chaude ?,"A. Réduction du temps de traitement.
B. Taux de succès amélioré à court terme
C. Taux de succès amélioré à long terme
D. Meilleure obturation du volume canalaire des canaux ovales
E. Réduction du risque d'endommager la structure dentaire environnante.",,,D
Quels sont les inconvénients de l'apexification à l'aide d'hydroxyde de calcium ?,"A. Renouvellement du matériau pendant plusieurs mois
B. Formation d'une barrière apicale de tissu minéralisé
C. coût du matériau hydroxyde de calcium
D. Risque de fractures sur les dents immatures
E. Difficulté de contrôler les dépassements de gutta-percha et de ciment de scellement",,,"A,D,E"
Quelles sont les propriétés mécaniques de la dentine lorsqu'elle est exposée longtemps à l'hydroxyde de calcium ?,"A. Stabilité
B. Augmentation
C. Aucun changement
D. Diminution
E. Amélioration",,,D
Quelle est l'épaisseur recommandée pour le bouchon de MTA lors de la technique du bouchon apical ?,"A. Aucune épaisseur spécifique recommandée
B. 2 à 3 mm
C. 4 à 5 mm
D. 7 à 8 mm
E. Toute la dent",,,C
Quelle est l'incidence de la qualité de l'obturation sur le développement d'une lésion péri-apicale ?,"A. Elle favorise la récidive de la lésion inflammatoire périapicale d'origine endodontique
B. Elle n'a aucun impact sur le développement de la lésion inflammatoire périapicale d'origine endodontique
C. Elle influence la cicatrisation de la lésion inflammatoire périapicale d'origine endodontique
D. Elle prévient la formation de la lésion inflammatoire périapicale d'origine endodontique
E. Elle détermine la taille de la lésion inflammatoire périapicale d'origine endodontique",,,C
Quelle est la période de surveillance recommandée après un traitement endodontique?,"A. 6 mois
B. 4 ans
C. 1 an
D. 10 ans
E. 2 ans",,,B
Quel est le principal risque lié à l'intervention de retraitement endodontique?,"A. Induction d'une réaction inflammatoire
B. Altération de la teinte de la dent
C. Apparition d'un kyste
D. Fragilisation de la structure dentaire
E. Lésion du nerf dentaire inférieur",,,D
Quel élément influence le plus le taux de succès pour le retraitement orthograde?,"A. le respect de la trajectoire canalaire
B. la longueur de la racine
C. la position de la dent
D. l'ouverture buccale
E. la présence d'un diabète non équilibré",,,A
Quels risques y a-t-il à laisser une dent avec une lésion périapicale asymptomatique en l'état ?,"A. Le risque d'un épisode aigu survient le plus souvent de façon inattendue
B. Risque de nécrose des dents adjacentes
C. Risque de carie dentaire
D. Risque d'endocardite infectieuse
E. Aucun risque",,,A
Quels éléments peuvent amener à supposer la présence d'un canal non traité ?,"A. Présence d'une image radioclaire circonscrite à l'apex sur une racine présentant une obturation canalaire dense et à la longueur
B. Présence d'une image radioclaire circonscrite à l'apex sur une racine présentant une obturation canalaire dense et mais pas à la longueur
C. Orifice canalaire décentré par rapport à la cavité d'accès endodontique lors de l'examen visuel à fort grossissement
D. Racine MV présentant une section en forme de haricot selon le plan transversal à l'examen radiologique tridimensionnel
E. Racine MV présentant une section en forme de cercle selon le plan transversal à l'examen radiologique tridimensionnel",,,"A,C,D"
Qu'est-ce qui constitue un risque indirect d'échec endodontique lorsqu'il y a un fragment d'instrument fracturé dans le canal ?,"A. La présence de courbures canalaires
B. La longueur de l'instrument fracturé
C. La présence d'une image radioclaire apicale pré-opératoire
D. La corrosion du métal constituant le fragment instrumenté
E. La minéralisation du canal",,,C
Quel(s) matériau(x) est (sont) recommandé(s) pour obturer une perforation radiculaire?,"A. Ciment de verre ionomère
B. IRM® (Dentsply Siron
C. Biodentine™ (Septodont)
D. MTA (ProRoot MAT®, Dentsply Maillefer)
E. Composite",,,"C,D"
Quels sont les  facteurs importants à prendre en considération pour évaluer le pronostic d'une perforation ?,"A. Ancienneté de la perforation
B. Matériau utilisé pour obturer la perforation
C. Type de dent
D. Position de la perforation (coronaire/radiculaire)
E. Localisation de la perforation",,,"A,B,D,E"
Quelle position de perforation présente le plus faible pronostic sur une 36?,"A. Coronaire supraginviale
B. Furcation
C. Tiers médian sur une racine distale
D. Tiers médian sur une racine mésiale
E. Tiers apical sur une racine mésiale",,,B
Quel matériau est utilisé pour obturer le canal lors du retraitement rétrograde ?,"A. MTA
B. Amalgame
C. Gutta percha
D. IRM
E. Composite",,,"A,D"
Quelle est la conséquence de la mise en place d'un ancrage intracanalaire ?,"A. La hausse du taux de succès du traitement endodontique
B. L'augmentation du risque de propagation de fêlure
C. La réduction du risque de propagation de fêlure par absorption des forces au sein du tenon
D. L'augmentation de la résistance mécanique de la racine dentaire
E. L'augmentation de la résistance mécanique de la couronne dentaire",,,B
Quel est l'effet de la conservation des tissus dentaires résiduels situés dans la zone cervicale sur la résistance à la fracture de l'ensemble dent-couronne ?,"A. La conservation des tissus dentaires résiduels diminue la résistance à la fracture
B. La résistance à la fracture dépend plus fortement du type de préparation marginale que de la présence ou non d'un sertissage périphérique
C. La résistance à la fracture augmente avec la présence d'un sertissage périphérique mais de manière moins forte que la consolidation avec un ancrage radiculaire
D. Un sertissage périphérique de la couronne élimine la dentine cervicale de manière trop importante , et la résistance à la fracture diminue
E. Plus le sertissage périphérique de la couronne recouvre la dentine cervicale, plus la résistance à la fracture est élevée",,,E
Quelle est la configuration cavitaire recommandée pour limiter les défauts de collage dans les restaurations indirectes ?,"A. Restauration de type inlay (facteur C = 1)
B. Restauration de type inlay-core (facteur C = 2)
C. Restauration de type couronne céramo-céramique (facteur C &gt; 200)
D. Restauration de type endocrown (facteur C = 0,5)
E. Restauration de type onlay (facteur C = 0,2)",,,E
Quelles sont les options thérapeutiques dans le cadre de la réhabilitation d'une dent traitée endodontiquement ?,"A. Restaurations en composite directes
B. Restaurations indirectes partielles (inlay, onlay)
C. Restaurations indirectes totales (overlay, endocrown)
D. Restauration avec une couronne céramo-céramique sans ancrage
E. Restauration avec une couronne céramo-métallique avec ancrage",,,"A,B,C,D,E"
Quelle(s) est (sont) la (les) principale(s) option(s) thérapeutique(s) pour restaurer une cavité d'accès ou une cavité à une seule face proximale ?,"A. Couronnes en porcelaine
B. Couronnes en métal
C. Couronnes en résine composite ou céramique
D. Onlays ou endocrowns en résine composite ou céramique
E. Résines composites photopolymérisables directement collées aux tissus dentaires",,,E
Quelle est la différence entre une restauration de type endocrown et une restauration de type couronne ?,"A. L'endocrown utilise une résine composite pour accroître sa surface de collage et faciliter son repositionnement lors du scellement
B. L'endocrown utilise la chambre pulpaire pour accroître sa surface de collage et faciliter son repositionnement lors du scellement
C. L'endocrown utilise un tenon radiculaire plus court pour accroître sa surface de collage et faciliter son repositionnement lors du scellement
D. L'endocrown utilise une couronne en tout céramique pour accroître sa surface de collage et faciliter son repositionnement lors du scellement contrairement à la couronne
E. L'endocrown utilise une couronne en métal pour accroître sa surface de collage et faciliter son repositionnement lors du scellement",,,B
Quelle est l'épaisseur maximale recommandée pour une restauration en résine composite ?,"A. moins de 1 mm
B. 2 à 3 mm
C. 4 à 6 mm
D. 10 à 12 mm
E. Aucune limite maximale",,,C
Quelle est la principale fonction d'un tenon en prothèse dentaire ?,"A. Renforcement de la racine dentaire
B. Stabilisation de la couronne
C. Amélioration de l'esthétique dentaire
D. Prévention des caries
E. Etanchéité du traitement endodontique",,,B
Quel est le principal avantage des tenons en fibres de verre par rapport aux tenons métalliques ?,"A. Diminution du risque de fracture radiculaire
B. Plus esthétiques
C. Meilleure rétention
D. Plus faciles à manipuler
E. Moins chers",,,A
Quelle est la différence entre une poche parodontale et une fistule desmodontale ?,"A. Une poche parodontale est une lésion parodontale, tandis qu'une fistule desmodontale est une lésion endodontique
B. Une poche parodontale est causée par une infection bactérienne, tandis qu'une fistule desmodontale est causée par une fracture de la dent
C. Une poche parodontale est irréversible, tandis qu'une fistule desmodontale est réversible
D. Une poche parodontale est réversible, tandis qu'une fistule desmodontale est irréversible
E. Une poche parodontale est plus profonde qu'une fistule desmodontale",,,A
Quel est le traitement recommandé pour la fracture verticale radiculaire ?,"A. Traitement antibiotique à long terme
B. Extraction de la dent atteinte
C. Aucun traitement nécessaire
D. Nettoyage, mise en forme et obturation tridimensionnelle de l'espace endodontique
E. Chirurgie parodontale",,,B
Quelle est la posologie moyenne recommandée pour l'hydroxyzine chez l'adulte en endodontie?,"A. 0.1 mg par kilo de poids corporel
B. 1 mg par kilo de poids corporel
C. 10 mg par kilo de poids corporel
D. 100 mg par kilo de poids corporel
E. 0.01 mg par kilo de poids corporel",,,B
Quel est le mécanisme d'action du paracétamol ?,"A. Diminution de la synthèse de prostaglandines
B. Inhibition de la synthèse de prostaglandines
C. Inhibition des cyclo-oxygénases 1 et 2
D. Activation des récepteurs aux opioïdes
E. Modulation de la réponse aux monoamines biogènes",,,A
Quelle est la posologie adulte recommandée pour le paracétamol ?,"A. 500 mg par prise, prises espacées de 8 h, sans dépasser 2 g/24 h
B. 500 mg par prise, prises espacées de 6 h, sans dépasser 2 g/24 h
C. 1 g par prise, prises espacées de 6 h, sans dépasser 4 g/24 h
D. 1 g par prise, prises espacées de 4 h, sans dépasser 6 g/24 h
E. 2 g par prise, prises espacées de 4 h, sans dépasser 6 g/24 h",,,C
Quelles sont les contre-indications à l'utilisation du paracétamol ?,"A. Hypersensibilité
B. Grossesse
C. Ulcère gastro-intestinal en évolution
D. Hypersensibilité et insuffisance rénale
E. Insuffisance hépatocellulaire",,,"A,E"
Quel est le mécanisme d'action des anti-inflammatoires non stéroïdiens (AINS) ?,"A. Activation des récepteurs aux opioïdes
B. Diminution de la synthèse de prostaglandines
C. Inhibition des cyclo-oxygénases 1 et 2
D. Inhibition des récepteurs aux opioïdes
E. Modulation de la réponse aux monoamines biogènes",,,C
Quelles sont les contre-indications à l'administration des AINS ?,"A. Hypersensibilité
B. Grossesse
C. Ulcère gastro-intestinal
D. Insuffisance rénale sévère
E. Insuffisance hépatocellulaire sévère",,,"A,B,C,D,E"
Quel est le mécanisme d'action du tramadol ?,"A. Inhibition de la recapture de la dopamine
B. Inhibition de la recapture de l'acétylcholine
C. Activation des récepteurs aux opioïdes
D. Inhibition de la recapture de la sérotonine et de la noradrénaline
E. Activation des récepteurs aux benzodiazépines",,,D
Quelle est la classe médicamenteuse privilégiée en endodontie pour la prise en charge de la douleur pulpaire ?,"A. Les corticostéroïdes
B. Les AINS
C. Le paracétamol
D. Les opioïdes forts
E. Les anti-inflammatoires stéroïdiens",,,B
Quels sont les gestes les plus à risque d'endocardite infectieuse ?,"A. Avulsion dentaire
B. Sondage parodontal
C. Restauration occlusale sans nécessité de pose de champ opératoire
D. Détartrage sous gingival
E. Traitement endodontique",,,"A,B,D,E"
Qu'est-ce que l'antibiothérapie prophylactique ?,"A. L'administration d'un antibiotique pour prévenir le développement d'une infection bactérienne
B. L'administration d'un antiviral pour traiter une infection virale
C. L'administration d'un antifongique pour prévenir le développement d'une infection fongique
D. L'administration d'un antibiotique pour traiter une infection bactérienne
E. L'administration d'un antiviral pour prévenir le développement d'une infection virale",,,A
Quelle est la posologie usuelle d'amoxicilline en antibiothérapie prophylactique ?,"A. 2 g, 1 heure avant le geste à risque
B. 3 g, 1 heure avant le geste à risque
C. 2 g 1 heure avant le geste à risque suivi de 1g matin et soir pendant sept jours
D. 2 g 1 heure avant le geste à risque suivi de 1g matin, midi et soir pendant sept jours
E. 3 g 1 heure avant le geste à risque suivi de 1g matin et soir pendant sept jours",,,A
